survey_id,customer_id,survey_date,survey_type,nps_score,satisfaction_score,ease_of_use,would_recommend,payment_method_used
SRV001758,CUST00776,2022-01-14,NPS,7.0,1,4,Maybe,Visa
SRV001759,CUST00647,2024-05-23,Post-Purchase,,4,4,Yes,Debit
SRV001760,CUST00702,2024-08-15,NPS,8.0,4,1,Yes,Mastercard
SRV001761,CUST00193,2023-08-05,NPS,1.0,2,1,No,Visa
SRV001762,CUST00279,2024-03-18,NPS,4.0,5,5,No,Visa
SRV001763,CUST00879,2022-08-23,NPS,8.0,2,5,Yes,Gift Card
SRV001764,CUST00014,2023-07-26,NPS,9.0,4,4,No,Mastercard
SRV001765,CUST00418,2023-01-26,Post-Purchase,,5,2,Yes,Debit
SRV001766,CUST00671,2023-10-17,NPS,10.0,4,4,Maybe,Cash
SRV001767,CUST00692,2023-03-07,Post-Purchase,,5,1,Yes,Mastercard
SRV001768,CUST00592,2023-05-24,Post-Purchase,,3,3,Yes,Debit
SRV001769,CUST00186,2024-10-26,Post-Purchase,,4,5,No,Mastercard
SRV001770,CUST00800,2023-01-05,NPS,10.0,4,4,Yes,Debit
SRV001771,CUST00788,2024-04-06,NPS,6.0,5,4,Yes,Debit
SRV001772,CUST00001,2022-11-02,Post-Purchase,,4,2,No,Mastercard
SRV001773,CUST00402,2024-07-30,Post-Purchase,,4,5,Yes,Visa
SRV001774,CUST00108,2024-06-08,Post-Purchase,,4,4,No,Mastercard
SRV001775,CUST00899,2023-10-17,NPS,8.0,4,2,No,Cash
SRV001776,CUST00161,2022-06-03,NPS,7.0,5,3,No,Mastercard
SRV001777,CUST00833,2022-06-01,Post-Purchase,,4,5,Yes,Debit
SRV001778,CUST00436,2022-01-01,Annual,,2,2,Yes,Mastercard
SRV001779,CUST00137,2023-08-27,NPS,1.0,3,3,Maybe,Debit
SRV001780,CUST00138,2023-09-05,NPS,4.0,3,1,Maybe,Cash
SRV001781,CUST00411,2023-01-17,NPS,9.0,3,1,Yes,Visa
SRV001782,CUST00105,2022-09-27,NPS,8.0,2,2,Yes,Debit
SRV001783,CUST00472,2022-04-05,NPS,7.0,5,4,No,Mastercard
SRV001784,CUST00175,2022-07-14,NPS,9.0,3,5,No,Mastercard
SRV001785,CUST00790,2022-11-24,Post-Purchase,,5,4,Maybe,Mastercard
SRV001786,CUST00511,2023-05-22,NPS,7.0,5,1,Yes,Visa
SRV001787,CUST00188,2022-08-09,Post-Purchase,,4,5,Yes,Debit
SRV001788,CUST00906,2023-04-29,NPS,5.0,5,2,Yes,Mastercard
SRV001789,CUST00649,2023-02-10,Post-Purchase,,3,5,Maybe,Mastercard
SRV001790,CUST00844,2022-06-23,Post-Purchase,,4,5,No,Debit
SRV001791,CUST00672,2023-12-10,Post-Purchase,,5,2,Yes,Mastercard
SRV001792,CUST00303,2024-09-25,Post-Purchase,,5,5,Yes,Mastercard
SRV001793,CUST00363,2023-11-07,Post-Purchase,,5,3,Yes,Debit
SRV001794,CUST00125,2023-05-16,Post-Purchase,,1,2,Yes,Visa
SRV001795,CUST00389,2024-05-28,Annual,,5,5,Yes,Mastercard
SRV001796,CUST00878,2024-04-16,NPS,7.0,5,1,No,Cash
SRV001797,CUST00061,2022-12-20,NPS,8.0,5,1,Yes,Visa
SRV001798,CUST00015,2024-02-29,Post-Purchase,,1,3,Yes,Visa
SRV001799,CUST00067,2024-07-05,Post-Purchase,,4,2,Yes,Mastercard
SRV001800,CUST00534,2024-06-03,Post-Purchase,,5,5,Maybe,Cash
SRV001801,CUST00634,2024-02-09,Post-Purchase,,1,5,Yes,Cash
SRV001802,CUST00345,2023-06-22,NPS,0.0,2,5,Yes,Mastercard
SRV001803,CUST00981,2022-10-10,Annual,,4,3,Yes,Mastercard
SRV001804,CUST00999,2022-06-16,Annual,,2,4,Yes,Debit
SRV001805,CUST00053,2024-06-16,NPS,7.0,1,4,Yes,Debit
SRV001806,CUST00194,2023-05-26,Post-Purchase,,5,3,Yes,Cash
SRV001807,CUST00310,2024-10-17,Post-Purchase,,3,1,No,Gift Card
SRV001808,CUST00334,2022-09-02,Post-Purchase,,5,3,Yes,Mastercard
SRV001809,CUST00274,2023-08-24,Post-Purchase,,4,2,Yes,Mastercard
SRV001810,CUST00800,2023-01-19,Post-Purchase,,3,5,No,Debit
SRV001811,CUST00491,2024-06-18,Post-Purchase,,5,3,Maybe,Mastercard
SRV001812,CUST00057,2022-08-04,Annual,,4,2,Yes,Cash
SRV001813,CUST00963,2023-08-15,Annual,,1,5,Yes,Visa
SRV001814,CUST00878,2023-05-27,Annual,,5,1,Yes,Cash
SRV001815,CUST00926,2024-04-11,NPS,6.0,5,5,No,Mastercard
SRV001816,CUST00386,2024-08-22,NPS,1.0,5,1,Maybe,Visa
SRV001817,CUST00096,2023-12-12,NPS,7.0,4,3,Yes,Debit
SRV001818,CUST00556,2024-09-10,Post-Purchase,,3,2,Yes,Visa
SRV001819,CUST00251,2022-03-14,NPS,6.0,5,3,No,Mastercard
SRV001820,CUST00354,2023-11-11,Post-Purchase,,4,3,Yes,Debit
SRV001821,CUST00376,2022-02-28,Post-Purchase,,5,2,Yes,Debit
SRV001822,CUST00274,2024-01-05,NPS,10.0,4,1,Yes,Mastercard
SRV001823,CUST00470,2023-05-15,NPS,9.0,2,5,Yes,Mastercard
SRV001824,CUST00800,2023-08-12,NPS,10.0,2,1,No,Debit
SRV001825,CUST00486,2024-07-18,Post-Purchase,,5,5,No,Mastercard
SRV001826,CUST00200,2023-12-29,Annual,,5,4,Yes,Visa
SRV001827,CUST00720,2024-10-31,Post-Purchase,,5,3,Yes,Cash
SRV001828,CUST00311,2024-06-23,Post-Purchase,,5,1,Yes,Mastercard
SRV001829,CUST00058,2022-01-19,Post-Purchase,,5,2,No,Mastercard
SRV001830,CUST00450,2023-04-18,Post-Purchase,,4,1,Yes,Mastercard
SRV001831,CUST00345,2024-05-24,Post-Purchase,,5,1,Yes,Mastercard
SRV001832,CUST00696,2023-12-06,Post-Purchase,,4,2,No,Visa
SRV001833,CUST00607,2023-05-02,Post-Purchase,,4,3,Maybe,Mastercard
SRV001834,CUST00495,2023-01-12,NPS,7.0,4,1,Yes,Gift Card
SRV001835,CUST00885,2023-01-30,Post-Purchase,,5,3,No,Cash
SRV001836,CUST00723,2023-11-30,NPS,8.0,4,1,Maybe,Debit
SRV001837,CUST00465,2023-01-07,NPS,3.0,5,5,Maybe,Visa
SRV001838,CUST00442,2023-01-04,NPS,7.0,5,1,Yes,Mastercard
SRV001839,CUST00559,2022-11-21,Post-Purchase,,5,5,Yes,Mastercard
SRV001840,CUST00543,2022-04-09,Post-Purchase,,4,2,Yes,Debit
SRV001841,CUST00896,2022-10-27,NPS,7.0,2,3,Maybe,Visa
SRV001842,CUST00649,2024-10-01,Post-Purchase,,4,5,Maybe,Mastercard
SRV001843,CUST00241,2024-10-14,NPS,8.0,5,3,No,Visa
SRV001844,CUST00623,2024-02-10,Annual,,5,1,Yes,Visa
SRV001845,CUST00101,2022-11-15,Post-Purchase,,5,4,Maybe,Cash
SRV001846,CUST00807,2022-09-25,Post-Purchase,,3,3,No,Cash
SRV001847,CUST00535,2022-09-23,Post-Purchase,,3,3,Yes,Debit
SRV001848,CUST00383,2024-08-28,Post-Purchase,,3,3,No,Visa
SRV001849,CUST00973,2023-07-24,Annual,,5,3,No,Mastercard
SRV001850,CUST00707,2022-03-10,NPS,8.0,5,4,No,Mastercard
SRV001851,CUST00033,2024-08-28,Post-Purchase,,3,1,Yes,Mastercard
SRV001852,CUST00531,2024-11-10,Post-Purchase,,4,4,No,Mastercard
SRV001853,CUST00317,2023-05-20,Post-Purchase,,2,4,Yes,Mastercard
SRV001854,CUST00352,2023-05-20,Post-Purchase,,3,2,Maybe,Debit
SRV001855,CUST00562,2024-02-05,Annual,,5,1,Maybe,Mastercard
SRV001856,CUST00336,2023-12-15,NPS,10.0,4,1,Maybe,Mastercard
SRV001857,CUST00341,2024-12-27,Post-Purchase,,5,2,No,Mastercard
SRV001858,CUST00450,2022-09-19,Post-Purchase,,3,4,No,Mastercard
SRV001859,CUST00289,2023-05-06,Post-Purchase,,4,2,Yes,Mastercard
SRV001860,CUST00799,2024-11-18,Post-Purchase,,1,1,Yes,Mastercard
SRV001861,CUST00817,2022-12-12,Post-Purchase,,5,4,No,Visa
SRV001862,CUST00895,2023-11-25,Annual,,5,4,No,Mastercard
SRV001863,CUST00142,2024-08-13,NPS,5.0,5,3,Yes,Debit
SRV001864,CUST00093,2023-05-03,Annual,,3,2,Maybe,Cash
SRV001865,CUST00359,2022-08-01,NPS,1.0,4,4,Yes,Debit
SRV001866,CUST00983,2022-04-23,Post-Purchase,,4,1,Maybe,Visa
SRV001867,CUST00055,2024-03-07,NPS,8.0,4,4,Maybe,Mastercard
SRV001868,CUST00355,2022-11-29,Post-Purchase,,4,3,Yes,Mastercard
SRV001869,CUST00682,2023-03-07,NPS,7.0,3,4,Maybe,Debit
SRV001870,CUST00523,2024-10-21,Annual,,5,1,Yes,Visa
SRV001871,CUST00531,2022-09-05,NPS,7.0,3,4,Yes,Mastercard
SRV001872,CUST00576,2022-01-03,NPS,8.0,1,1,Yes,Debit
SRV001873,CUST00669,2022-04-03,NPS,10.0,5,4,Yes,Mastercard
SRV001874,CUST00104,2023-06-03,NPS,8.0,3,1,No,Visa
SRV001875,CUST00249,2022-01-25,Post-Purchase,,3,5,Yes,Mastercard
SRV001876,CUST00285,2023-08-12,Post-Purchase,,2,3,No,Cash
SRV001877,CUST00155,2022-05-10,Post-Purchase,,5,3,Yes,Cash
SRV001878,CUST00228,2023-12-19,Post-Purchase,,4,2,Yes,Mastercard
SRV001879,CUST00778,2024-04-29,NPS,7.0,5,3,No,Visa
SRV001880,CUST00389,2024-02-06,Post-Purchase,,5,4,Yes,Mastercard
SRV001881,CUST00380,2024-12-15,Post-Purchase,,3,4,Yes,Debit
SRV001882,CUST00959,2023-03-05,NPS,10.0,5,2,No,Mastercard
SRV001883,CUST00410,2022-06-21,NPS,6.0,5,5,Yes,Debit
SRV001884,CUST00330,2024-02-05,NPS,9.0,4,1,Maybe,Mastercard
SRV001885,CUST00110,2023-07-04,Post-Purchase,,4,4,No,Mastercard
SRV001886,CUST00789,2022-06-08,NPS,6.0,4,2,Yes,Mastercard
SRV001887,CUST00968,2024-05-20,NPS,4.0,4,2,Yes,Debit
SRV001888,CUST00928,2022-04-17,Post-Purchase,,4,3,No,Mastercard
SRV001889,CUST00890,2024-07-11,NPS,9.0,5,2,Maybe,Mastercard
SRV001890,CUST00842,2023-06-11,NPS,9.0,5,3,Yes,Mastercard
SRV001891,CUST00175,2022-07-21,Post-Purchase,,4,2,Yes,Mastercard
SRV001892,CUST00707,2024-11-14,NPS,8.0,5,2,Yes,Mastercard
SRV001893,CUST00881,2024-01-12,Post-Purchase,,4,2,Yes,Mastercard
SRV001894,CUST00662,2023-06-03,Annual,,5,2,Yes,Mastercard
SRV001895,CUST00749,2023-03-10,NPS,8.0,1,1,Yes,Cash
SRV001896,CUST00635,2024-08-08,Annual,,4,5,Yes,Mastercard
SRV001897,CUST00759,2024-06-26,Annual,,4,3,Yes,Visa
SRV001898,CUST00534,2024-03-31,Post-Purchase,,4,1,No,Cash
SRV001899,CUST00685,2024-09-08,NPS,5.0,1,2,No,Debit
SRV001900,CUST00671,2022-07-19,Annual,,4,2,Maybe,Cash
SRV001901,CUST00216,2023-02-16,Annual,,4,1,Yes,Mastercard
SRV001902,CUST00013,2023-01-26,NPS,5.0,5,4,No,Mastercard
SRV001903,CUST00986,2022-03-18,NPS,9.0,5,4,No,Mastercard
SRV001904,CUST00679,2023-07-13,Post-Purchase,,5,5,Maybe,Cash
SRV001905,CUST00866,2024-12-02,Post-Purchase,,4,5,Maybe,Debit
SRV001906,CUST00133,2022-03-12,Annual,,4,1,Yes,Mastercard
SRV001907,CUST00868,2022-02-09,Annual,,3,2,Maybe,Mastercard
SRV001908,CUST00424,2023-03-06,Post-Purchase,,4,3,Yes,Mastercard
SRV001909,CUST00686,2023-05-29,NPS,9.0,5,4,No,Mastercard
SRV001910,CUST00353,2024-09-05,Post-Purchase,,4,2,No,Debit
SRV001911,CUST00124,2022-04-15,Post-Purchase,,4,4,No,Mastercard
SRV001912,CUST00017,2024-06-03,NPS,10.0,5,5,Maybe,Visa
SRV001913,CUST00434,2023-07-29,Post-Purchase,,4,1,Maybe,Gift Card
SRV001914,CUST00716,2022-11-03,NPS,7.0,4,2,Yes,Visa
SRV001915,CUST00620,2024-10-01,Post-Purchase,,5,3,Yes,Mastercard
SRV001916,CUST00535,2022-08-04,Post-Purchase,,5,3,No,Debit
SRV001917,CUST00097,2024-01-01,Post-Purchase,,5,2,Yes,Visa
SRV001918,CUST00978,2023-09-23,NPS,9.0,5,1,Yes,Mastercard
SRV001919,CUST00534,2024-01-26,NPS,8.0,5,4,Maybe,Cash
SRV001920,CUST00957,2022-05-27,Post-Purchase,,4,4,Maybe,Mastercard
SRV001921,CUST00256,2024-11-12,Post-Purchase,,3,2,Maybe,Cash
SRV001922,CUST00133,2024-07-18,Post-Purchase,,5,5,No,Mastercard
SRV001923,CUST00403,2024-04-15,Post-Purchase,,4,3,Yes,Visa
SRV001924,CUST00421,2022-04-21,NPS,7.0,4,5,No,Mastercard
SRV001925,CUST00551,2024-05-22,NPS,4.0,4,2,Yes,Visa
SRV001926,CUST00059,2023-01-30,NPS,3.0,5,5,Yes,Cash
SRV001927,CUST00516,2024-08-13,Post-Purchase,,4,5,Yes,Visa
SRV001928,CUST00946,2022-05-11,Post-Purchase,,3,3,Yes,Debit
SRV001929,CUST00871,2024-08-19,NPS,5.0,3,4,No,Debit
SRV001930,CUST00574,2022-01-31,Annual,,5,4,Yes,Mastercard
SRV001931,CUST00064,2022-09-08,Annual,,5,2,No,Mastercard
SRV001932,CUST00604,2023-12-26,NPS,10.0,5,5,Maybe,Mastercard
SRV001933,CUST00237,2023-05-02,NPS,8.0,5,3,Yes,Mastercard
SRV001934,CUST00422,2023-04-19,Annual,,5,3,Yes,Mastercard
SRV001935,CUST00693,2022-12-31,Post-Purchase,,2,2,Yes,Gift Card
SRV001936,CUST00437,2022-02-09,NPS,8.0,4,3,Maybe,Debit
SRV001937,CUST00589,2022-07-24,Post-Purchase,,4,1,No,Mastercard
SRV001938,CUST00301,2023-02-15,Annual,,4,5,Yes,Cash
SRV001939,CUST00181,2024-11-02,Post-Purchase,,4,3,Yes,Mastercard
SRV001940,CUST00689,2024-06-09,Post-Purchase,,3,5,Yes,Mastercard
SRV001941,CUST00575,2023-02-08,Post-Purchase,,4,4,No,Gift Card
SRV001942,CUST00104,2023-04-09,NPS,10.0,5,2,Yes,Visa
SRV001943,CUST00390,2022-11-25,Post-Purchase,,4,5,Yes,Debit
SRV001944,CUST00317,2024-01-18,NPS,8.0,5,3,No,Mastercard
SRV001945,CUST00471,2024-03-17,Post-Purchase,,1,2,Yes,Cash
SRV001946,CUST00108,2023-10-28,NPS,3.0,4,1,Yes,Mastercard
SRV001947,CUST00756,2023-04-06,NPS,9.0,3,1,No,Cash
SRV001948,CUST00145,2023-04-20,Post-Purchase,,4,1,No,Visa
SRV001949,CUST00495,2022-01-25,NPS,8.0,5,5,Yes,Gift Card
SRV001950,CUST00698,2024-08-22,NPS,4.0,4,3,Yes,Debit
SRV001951,CUST00711,2022-09-10,Post-Purchase,,5,1,No,Visa
SRV001952,CUST00349,2022-07-13,NPS,8.0,4,4,Maybe,Cash
SRV001953,CUST00276,2024-01-17,Post-Purchase,,4,4,No,Mastercard
SRV001954,CUST00569,2023-05-03,NPS,9.0,5,4,Yes,Mastercard
SRV001955,CUST00422,2022-06-20,Post-Purchase,,5,2,Yes,Mastercard
SRV001956,CUST00742,2024-02-06,Annual,,3,3,Maybe,Visa
SRV001957,CUST00763,2022-08-11,Post-Purchase,,2,2,Maybe,Visa
SRV001958,CUST00779,2024-09-06,Post-Purchase,,4,2,No,Mastercard
SRV001959,CUST00623,2024-03-01,NPS,4.0,5,2,No,Visa
SRV001960,CUST00595,2024-08-14,NPS,6.0,3,2,No,Visa
SRV001961,CUST00866,2023-09-04,Annual,,5,1,No,Debit
SRV001962,CUST00818,2022-08-21,Post-Purchase,,4,1,Maybe,Visa
SRV001963,CUST00885,2024-02-02,Post-Purchase,,5,4,Yes,Cash
SRV001964,CUST00213,2024-04-18,NPS,5.0,1,2,Yes,Debit
SRV001965,CUST00549,2024-06-03,Post-Purchase,,4,3,No,Cash
SRV001966,CUST00408,2023-05-16,Post-Purchase,,4,1,Yes,Debit
SRV001967,CUST00157,2024-04-30,NPS,10.0,3,4,Yes,Debit
SRV001968,CUST00906,2023-07-05,Annual,,4,2,Yes,Mastercard
SRV001969,CUST00086,2024-10-30,Annual,,3,1,Maybe,Debit
SRV001970,CUST00553,2024-04-13,Post-Purchase,,5,1,No,Mastercard
SRV001971,CUST00126,2022-04-15,NPS,8.0,4,1,Yes,Mastercard
SRV001972,CUST00071,2023-09-12,Post-Purchase,,5,3,Yes,Mastercard
SRV001973,CUST00122,2024-10-13,NPS,6.0,5,2,Maybe,Visa
SRV001974,CUST00101,2022-05-24,Post-Purchase,,5,1,No,Cash
SRV001975,CUST00819,2024-05-19,Post-Purchase,,3,4,Yes,Visa
SRV001976,CUST00820,2024-05-28,Post-Purchase,,5,1,Yes,Mastercard
SRV001977,CUST00830,2022-07-03,Annual,,4,2,No,Visa
SRV001978,CUST00590,2023-12-16,Post-Purchase,,3,4,Yes,Visa
SRV001979,CUST00385,2023-01-01,NPS,10.0,3,2,Yes,Mastercard
SRV001980,CUST00568,2023-08-21,NPS,7.0,4,5,No,Debit
SRV001981,CUST00595,2024-12-29,NPS,7.0,3,2,Maybe,Visa
SRV001982,CUST00171,2023-11-30,Post-Purchase,,5,5,Yes,Mastercard
SRV001983,CUST00124,2024-02-17,Post-Purchase,,2,4,No,Mastercard
SRV001984,CUST00117,2023-08-12,NPS,8.0,4,2,No,Mastercard
SRV001985,CUST00877,2023-10-06,Post-Purchase,,4,1,Yes,Mastercard
SRV001986,CUST00452,2022-11-22,NPS,8.0,2,5,Yes,Mastercard
SRV001987,CUST00553,2024-04-09,NPS,10.0,5,3,Yes,Mastercard
SRV001988,CUST00464,2024-04-29,Post-Purchase,,4,2,Maybe,Mastercard
SRV001989,CUST00536,2024-08-29,NPS,2.0,3,5,Maybe,Visa
SRV001990,CUST00828,2023-07-27,Post-Purchase,,4,3,No,Debit
SRV001991,CUST00691,2023-11-30,Post-Purchase,,3,4,No,Visa
SRV001992,CUST00958,2023-03-13,NPS,6.0,5,4,Yes,Mastercard
SRV001993,CUST00795,2022-09-24,Post-Purchase,,4,1,Yes,Cash
SRV001994,CUST00010,2024-07-09,Post-Purchase,,3,4,Yes,Visa
SRV001995,CUST00361,2023-06-12,Post-Purchase,,3,2,No,Mastercard
SRV001996,CUST00314,2023-01-08,NPS,8.0,4,5,Yes,Debit
SRV001997,CUST00365,2023-12-10,NPS,7.0,5,2,No,Visa
SRV001998,CUST00325,2022-08-21,NPS,6.0,3,4,No,Debit
SRV001999,CUST00619,2023-08-29,NPS,9.0,4,5,Maybe,Mastercard
SRV002000,CUST00562,2022-06-19,Post-Purchase,,4,1,No,Mastercard
SRV002001,CUST00861,2024-06-02,Annual,,4,2,Yes,Mastercard
SRV002002,CUST00096,2022-12-22,NPS,7.0,5,1,Maybe,Debit
SRV002003,CUST00373,2024-08-14,Post-Purchase,,5,4,Yes,Mastercard
SRV002004,CUST00758,2024-08-22,Annual,,4,5,Yes,Visa
SRV002005,CUST00814,2023-03-08,Annual,,3,2,Maybe,Visa
SRV002006,CUST00627,2023-04-25,NPS,9.0,3,4,No,Mastercard
SRV002007,CUST00946,2022-07-27,NPS,8.0,5,2,Maybe,Debit
SRV002008,CUST00992,2024-03-28,Annual,,4,4,Yes,Mastercard
SRV002009,CUST00016,2022-12-24,Post-Purchase,,5,3,Yes,Mastercard
SRV002010,CUST00336,2024-12-06,Annual,,3,1,Maybe,Mastercard
SRV002011,CUST00425,2022-01-03,Post-Purchase,,5,3,No,Gift Card
SRV002012,CUST00878,2024-08-28,NPS,6.0,3,3,No,Cash
SRV002013,CUST00368,2023-10-03,Post-Purchase,,5,3,No,Mastercard
SRV002014,CUST00440,2023-05-26,NPS,10.0,5,2,Yes,Mastercard
SRV002015,CUST00709,2023-11-08,Post-Purchase,,5,3,Yes,Mastercard
SRV002016,CUST00386,2024-03-05,Post-Purchase,,4,5,Maybe,Visa
SRV002017,CUST00005,2023-05-28,NPS,9.0,2,3,No,Mastercard
SRV002018,CUST00500,2024-06-28,NPS,6.0,4,4,No,Mastercard
SRV002019,CUST00729,2023-08-05,NPS,6.0,5,5,Yes,Mastercard
SRV002020,CUST00186,2022-10-29,Post-Purchase,,1,4,Yes,Mastercard
SRV002021,CUST00351,2022-02-07,Post-Purchase,,4,1,Yes,Debit
SRV002022,CUST00817,2022-12-01,NPS,2.0,3,1,No,Visa
SRV002023,CUST00418,2024-07-18,NPS,2.0,3,4,No,Debit
SRV002024,CUST00103,2022-04-02,Annual,,4,4,Yes,Visa
SRV002025,CUST00106,2023-12-21,NPS,7.0,4,2,Maybe,Mastercard
SRV002026,CUST00909,2022-03-02,NPS,8.0,5,1,Maybe,Debit
SRV002027,CUST00935,2022-07-31,Post-Purchase,,1,2,Yes,Visa
SRV002028,CUST00149,2022-04-26,NPS,4.0,4,1,No,Mastercard
SRV002029,CUST00677,2024-04-12,Post-Purchase,,3,3,Yes,Debit
SRV002030,CUST00045,2023-10-15,Post-Purchase,,4,1,Maybe,Mastercard
SRV002031,CUST00600,2024-05-06,NPS,6.0,5,3,Yes,Debit
SRV002032,CUST00780,2022-04-01,NPS,0.0,4,5,Yes,Visa
SRV002033,CUST00942,2023-05-19,Post-Purchase,,5,2,No,Debit
SRV002034,CUST00714,2024-02-01,NPS,3.0,5,5,Yes,Debit
SRV002035,CUST00713,2024-04-20,NPS,4.0,4,1,Yes,Cash
SRV002036,CUST00601,2023-08-21,NPS,10.0,4,3,Yes,Mastercard
SRV002037,CUST00567,2024-08-19,Post-Purchase,,3,3,Maybe,Cash
SRV002038,CUST00846,2023-02-07,NPS,8.0,4,4,No,Gift Card
SRV002039,CUST00097,2022-02-26,Post-Purchase,,4,3,No,Visa
SRV002040,CUST00265,2024-01-24,NPS,5.0,5,3,No,Visa
SRV002041,CUST00168,2023-08-03,Annual,,3,3,No,Gift Card
SRV002042,CUST00465,2023-08-30,NPS,7.0,1,5,Maybe,Visa
SRV002043,CUST00825,2022-05-07,Post-Purchase,,4,5,Maybe,Gift Card
SRV002044,CUST00727,2023-09-19,Post-Purchase,,4,3,No,Visa
SRV002045,CUST00952,2024-11-21,Post-Purchase,,3,3,No,Cash
SRV002046,CUST00364,2024-06-04,NPS,8.0,5,3,Maybe,Mastercard
SRV002047,CUST00154,2023-10-01,NPS,9.0,4,5,Maybe,Mastercard
SRV002048,CUST00586,2022-01-20,NPS,6.0,3,2,Yes,Cash
SRV002049,CUST00429,2023-04-16,Post-Purchase,,2,2,No,Debit
SRV002050,CUST00494,2022-10-22,Post-Purchase,,5,2,Yes,Cash
SRV002051,CUST00835,2023-12-29,NPS,10.0,4,4,Yes,Mastercard
SRV002052,CUST00976,2024-06-14,Post-Purchase,,5,5,Maybe,Mastercard
SRV002053,CUST00314,2022-11-13,Annual,,4,1,No,Debit
SRV002054,CUST00605,2023-01-23,Post-Purchase,,3,4,Maybe,Debit
SRV002055,CUST00943,2022-06-05,Post-Purchase,,5,4,Yes,Debit
SRV002056,CUST00427,2023-12-19,Annual,,3,1,Yes,Debit
SRV002057,CUST00816,2022-01-28,Post-Purchase,,4,5,No,Visa
SRV002058,CUST00719,2023-12-05,NPS,9.0,4,2,Yes,Visa
SRV002059,CUST00390,2024-07-01,NPS,3.0,5,5,Yes,Debit
SRV002060,CUST00871,2022-08-19,NPS,6.0,5,1,No,Debit
SRV002061,CUST00671,2024-10-23,Post-Purchase,,4,4,Yes,Cash
SRV002062,CUST00525,2024-03-18,NPS,6.0,5,2,Yes,Mastercard
SRV002063,CUST00413,2022-06-17,NPS,10.0,5,4,Yes,Mastercard
SRV002064,CUST00296,2022-01-27,NPS,8.0,3,4,Yes,Cash
SRV002065,CUST00509,2023-03-18,NPS,9.0,5,4,Yes,Mastercard
SRV002066,CUST00191,2023-02-03,NPS,10.0,4,4,Yes,Gift Card
SRV002067,CUST00395,2024-09-30,Post-Purchase,,4,2,Yes,Debit
SRV002068,CUST00919,2024-08-25,Post-Purchase,,4,2,Yes,Mastercard
SRV002069,CUST00537,2024-04-29,Post-Purchase,,4,4,Yes,Debit
SRV002070,CUST00771,2022-04-09,Annual,,5,3,Yes,Visa
SRV002071,CUST00009,2022-02-21,NPS,8.0,5,3,Yes,Mastercard
SRV002072,CUST00752,2023-10-20,Annual,,5,4,Yes,Mastercard
SRV002073,CUST00009,2022-04-01,Post-Purchase,,1,5,Yes,Mastercard
SRV002074,CUST00412,2022-09-29,Post-Purchase,,2,4,Yes,Debit
SRV002075,CUST00888,2022-05-16,NPS,6.0,4,1,No,Gift Card
SRV002076,CUST00288,2023-03-30,Post-Purchase,,5,2,Yes,Mastercard
SRV002077,CUST00268,2023-07-23,Post-Purchase,,1,2,Yes,Visa
SRV002078,CUST00331,2023-03-14,Post-Purchase,,4,1,No,Gift Card
SRV002079,CUST00780,2024-03-27,NPS,2.0,4,4,Yes,Visa
SRV002080,CUST00782,2023-07-20,NPS,10.0,4,5,Maybe,Cash
SRV002081,CUST00109,2024-02-11,Post-Purchase,,4,2,No,Debit
SRV002082,CUST00393,2024-04-17,NPS,8.0,3,2,No,Visa
SRV002083,CUST00744,2024-04-10,NPS,8.0,4,3,Yes,Mastercard
SRV002084,CUST00538,2023-12-10,Post-Purchase,,2,3,No,Visa
SRV002085,CUST00542,2023-02-26,Post-Purchase,,1,1,Yes,Visa
SRV002086,CUST00845,2024-03-13,Post-Purchase,,4,1,Yes,Mastercard
SRV002087,CUST00832,2023-02-09,Post-Purchase,,4,1,Maybe,Debit
SRV002088,CUST00189,2023-04-28,Post-Purchase,,3,3,Yes,Visa
SRV002089,CUST00114,2023-04-14,NPS,7.0,3,4,Yes,Mastercard
SRV002090,CUST00666,2024-08-11,Post-Purchase,,4,3,Yes,Mastercard
SRV002091,CUST00206,2022-06-14,Post-Purchase,,5,5,Yes,Debit
SRV002092,CUST00065,2022-12-08,Post-Purchase,,2,1,Yes,Mastercard
SRV002093,CUST00484,2023-12-19,NPS,6.0,5,2,Yes,Mastercard
SRV002094,CUST00847,2024-12-01,Post-Purchase,,2,3,Yes,Debit
SRV002095,CUST00361,2023-01-03,Post-Purchase,,4,1,Maybe,Mastercard
SRV002096,CUST00507,2022-01-05,Post-Purchase,,3,5,Maybe,Cash
SRV002097,CUST00320,2022-07-26,Annual,,5,5,Yes,Mastercard
SRV002098,CUST00555,2023-08-10,NPS,2.0,2,2,Maybe,Visa
SRV002099,CUST00756,2022-02-03,Post-Purchase,,5,5,Maybe,Cash
SRV002100,CUST00169,2022-05-13,Post-Purchase,,3,4,No,Debit
SRV002101,CUST00386,2022-02-28,Post-Purchase,,5,1,Yes,Visa
SRV002102,CUST00897,2024-05-14,NPS,9.0,2,1,Yes,Mastercard
SRV002103,CUST00357,2024-01-09,Annual,,3,2,Yes,Cash
SRV002104,CUST00148,2024-06-01,NPS,10.0,4,4,Yes,Mastercard
SRV002105,CUST00754,2024-05-08,Annual,,5,3,Maybe,Mastercard
SRV002106,CUST00275,2022-06-20,Annual,,4,3,Yes,Mastercard
SRV002107,CUST00152,2024-03-29,NPS,8.0,5,3,Yes,Visa
SRV002108,CUST00439,2024-11-29,NPS,6.0,1,3,Yes,Visa
