engagement_id,customer_id,engagement_date,engagement_type,points_value,channel,session_duration_sec,conversion_flag
ENG001960,CUST00442,2024-06-29,Points Redeem,510,In-Store,0,0
ENG001961,CUST00993,2024-11-25,Promo Click,0,In-Store,465,0
ENG001962,CUST00426,2023-06-25,App Login,0,In-Store,1343,0
ENG001963,CUST00067,2024-01-02,Points Earn,450,In-Store,0,0
ENG001964,CUST00019,2024-07-17,Promo Click,0,In-Store,1687,1
ENG001965,CUST00266,2024-07-04,Promo Click,0,Online,371,1
ENG001966,CUST00722,2023-07-17,App Login,0,In-Store,36,0
ENG001967,CUST00124,2023-05-28,Promo Click,0,In-Store,1051,0
ENG001968,CUST00204,2022-03-23,Promo Click,0,In-Store,840,0
ENG001969,CUST00006,2022-10-22,Points Redeem,153,Mobile App,0,0
ENG001970,CUST00330,2022-07-06,Points Earn,257,Online,0,0
ENG001971,CUST00152,2022-06-02,Referral,0,In-Store,0,0
ENG001972,CUST00973,2024-09-20,Promo Click,0,In-Store,994,1
ENG001973,CUST00226,2023-07-02,Points Earn,165,In-Store,0,0
ENG001974,CUST00102,2024-06-30,Promo Click,0,In-Store,1041,0
ENG001975,CUST00499,2024-08-25,Points Earn,58,In-Store,0,0
ENG001976,CUST00059,2024-12-15,Points Redeem,193,In-Store,0,0
ENG001977,CUST00077,2022-06-07,Points Earn,397,In-Store,0,0
ENG001978,CUST00953,2023-08-23,Promo Click,0,In-Store,745,0
ENG001979,CUST00683,2023-08-02,App Login,0,In-Store,236,0
ENG001980,CUST00208,2023-04-02,Points Redeem,295,In-Store,0,0
ENG001981,CUST00985,2022-04-28,Points Redeem,579,In-Store,0,0
ENG001982,CUST00470,2023-08-22,App Login,0,Online,551,0
ENG001983,CUST00686,2023-09-19,Points Redeem,55,Online,0,0
ENG001984,CUST00179,2022-07-29,App Login,0,In-Store,1283,0
ENG001985,CUST00136,2023-01-31,Points Earn,143,In-Store,0,0
ENG001986,CUST00774,2022-08-12,Promo Click,0,In-Store,1585,0
ENG001987,CUST00566,2022-01-17,App Login,0,In-Store,1315,0
ENG001988,CUST00421,2022-07-09,Points Redeem,116,In-Store,0,0
ENG001989,CUST00082,2023-06-30,Points Earn,743,Online,0,0
ENG001990,CUST00779,2024-04-29,Points Redeem,337,Online,0,0
ENG001991,CUST00208,2024-10-28,App Login,0,In-Store,1747,0
ENG001992,CUST00279,2022-09-02,Points Earn,187,Mobile App,0,0
ENG001993,CUST00692,2024-06-10,Points Redeem,285,In-Store,0,0
ENG001994,CUST00389,2022-08-14,Points Redeem,789,Online,0,0
ENG001995,CUST00692,2024-01-30,Points Earn,178,In-Store,0,0
ENG001996,CUST00071,2022-03-27,Points Redeem,541,Online,0,0
ENG001997,CUST00451,2022-09-19,Points Earn,231,In-Store,0,0
ENG001998,CUST00205,2024-04-02,Points Redeem,465,Online,0,0
ENG001999,CUST00834,2023-02-24,Referral,0,In-Store,0,0
ENG002000,CUST00030,2022-10-19,Points Redeem,52,In-Store,0,0
ENG002001,CUST00999,2024-10-17,Points Redeem,157,Mobile App,0,0
ENG002002,CUST00173,2023-05-27,Promo Click,0,Online,404,0
ENG002003,CUST00683,2024-02-24,Points Earn,229,In-Store,0,0
ENG002004,CUST00572,2023-12-05,Points Earn,652,In-Store,0,0
ENG002005,CUST00860,2024-03-02,Points Earn,560,In-Store,0,0
ENG002006,CUST00373,2024-04-10,Promo Click,0,In-Store,660,1
ENG002007,CUST00290,2022-01-27,Promo Click,0,In-Store,919,0
ENG002008,CUST00367,2022-12-26,App Login,0,Online,191,0
ENG002009,CUST00082,2023-07-15,App Login,0,In-Store,313,0
ENG002010,CUST00959,2022-04-02,Promo Click,0,In-Store,1591,0
ENG002011,CUST00313,2023-06-24,App Login,0,Online,1141,0
ENG002012,CUST00324,2022-12-03,App Login,0,In-Store,1022,0
ENG002013,CUST00537,2024-05-20,Points Redeem,49,Online,0,0
ENG002014,CUST00719,2023-09-14,Promo Click,0,Mobile App,303,1
ENG002015,CUST00940,2023-08-27,Points Earn,189,In-Store,0,0
ENG002016,CUST00535,2023-10-09,Points Earn,40,In-Store,0,0
ENG002017,CUST00898,2024-04-04,Points Earn,82,In-Store,0,0
ENG002018,CUST00134,2022-08-27,Points Redeem,442,In-Store,0,0
ENG002019,CUST00832,2022-10-30,Points Redeem,169,In-Store,0,0
ENG002020,CUST00033,2024-05-13,Points Earn,483,In-Store,0,0
ENG002021,CUST00607,2023-03-24,Points Earn,322,Online,0,0
ENG002022,CUST00324,2024-12-03,Referral,0,Online,0,0
ENG002023,CUST00735,2023-02-06,Promo Click,0,In-Store,1113,0
ENG002024,CUST00693,2024-12-29,Points Redeem,140,In-Store,0,0
ENG002025,CUST00469,2024-02-19,Points Earn,573,In-Store,0,0
ENG002026,CUST00032,2022-04-18,Points Redeem,687,In-Store,0,0
ENG002027,CUST00247,2022-05-23,Points Redeem,51,In-Store,0,0
ENG002028,CUST00837,2024-03-28,Promo Click,0,In-Store,492,1
ENG002029,CUST00631,2024-01-26,Points Redeem,29,Mobile App,0,0
ENG002030,CUST00620,2022-02-24,Referral,0,In-Store,0,0
ENG002031,CUST00450,2023-10-02,Points Earn,742,Online,0,0
ENG002032,CUST00812,2024-08-24,Points Earn,573,In-Store,0,0
ENG002033,CUST00162,2024-11-17,Points Redeem,198,Online,0,0
ENG002034,CUST00555,2023-10-24,Promo Click,0,In-Store,1737,1
ENG002035,CUST00240,2023-10-19,App Login,0,In-Store,661,0
ENG002036,CUST00867,2023-09-07,Points Earn,111,In-Store,0,0
ENG002037,CUST00728,2023-04-30,Promo Click,0,In-Store,757,0
ENG002038,CUST00510,2024-09-17,Points Earn,724,In-Store,0,0
ENG002039,CUST00087,2023-11-04,Promo Click,0,Online,966,0
ENG002040,CUST00895,2022-06-12,Promo Click,0,In-Store,307,1
ENG002041,CUST00147,2024-09-30,Points Redeem,62,In-Store,0,0
ENG002042,CUST00452,2023-11-29,Promo Click,0,In-Store,427,0
ENG002043,CUST00251,2023-12-28,Promo Click,0,In-Store,1562,0
ENG002044,CUST00808,2024-11-17,Points Earn,155,In-Store,0,0
ENG002045,CUST00934,2022-04-23,Points Earn,101,In-Store,0,0
ENG002046,CUST00855,2023-05-14,Referral,0,Mobile App,0,0
ENG002047,CUST00424,2022-09-11,Points Earn,293,Mobile App,0,0
ENG002048,CUST00880,2024-02-03,Points Redeem,25,In-Store,0,0
ENG002049,CUST00991,2022-01-26,Points Redeem,12,In-Store,0,0
ENG002050,CUST00218,2023-05-20,Points Redeem,478,In-Store,0,0
ENG002051,CUST00444,2023-02-03,App Login,0,Online,622,0
ENG002052,CUST00926,2023-12-14,Points Earn,713,In-Store,0,0
ENG002053,CUST00415,2022-06-11,Points Earn,50,In-Store,0,0
ENG002054,CUST00625,2023-03-16,Points Earn,126,Mobile App,0,0
ENG002055,CUST00228,2023-05-06,Points Earn,181,Online,0,0
ENG002056,CUST00558,2024-03-28,Points Redeem,713,Online,0,0
ENG002057,CUST00903,2023-09-14,Points Earn,527,In-Store,0,0
ENG002058,CUST00033,2023-03-25,Points Earn,261,Online,0,0
ENG002059,CUST00666,2023-09-09,Points Redeem,376,In-Store,0,0
ENG002060,CUST00520,2024-06-26,Points Redeem,423,In-Store,0,0
ENG002061,CUST00799,2022-01-24,Promo Click,0,In-Store,756,1
ENG002062,CUST00171,2022-07-10,Promo Click,0,In-Store,798,1
ENG002063,CUST00543,2023-06-23,Points Earn,121,Mobile App,0,0
ENG002064,CUST00254,2022-01-25,Points Earn,157,In-Store,0,0
ENG002065,CUST00159,2024-09-21,Promo Click,0,In-Store,876,0
ENG002066,CUST00328,2023-12-09,App Login,0,Online,1354,0
ENG002067,CUST00901,2022-08-14,Points Earn,83,In-Store,0,0
ENG002068,CUST00244,2023-10-30,Points Earn,127,Online,0,0
ENG002069,CUST00212,2022-12-26,Points Earn,81,In-Store,0,0
ENG002070,CUST00453,2022-11-23,Points Earn,502,Mobile App,0,0
ENG002071,CUST00910,2024-09-08,Points Earn,202,In-Store,0,0
ENG002072,CUST00824,2024-07-22,Promo Click,0,Mobile App,441,0
ENG002073,CUST00570,2024-11-17,Promo Click,0,Online,212,0
ENG002074,CUST00820,2024-07-21,Points Earn,139,In-Store,0,0
ENG002075,CUST00666,2023-12-25,Promo Click,0,In-Store,876,0
ENG002076,CUST00260,2023-08-20,App Login,0,In-Store,110,0
ENG002077,CUST00528,2022-02-09,Points Earn,62,In-Store,0,0
ENG002078,CUST00756,2024-05-02,Points Earn,39,Mobile App,0,0
ENG002079,CUST00274,2022-12-03,Promo Click,0,In-Store,1645,0
ENG002080,CUST00442,2022-06-28,App Login,0,In-Store,1105,0
ENG002081,CUST00344,2023-08-04,Points Earn,500,In-Store,0,0
ENG002082,CUST00656,2022-03-12,Promo Click,0,Online,1499,0
ENG002083,CUST00087,2024-04-15,Points Earn,365,Online,0,0
ENG002084,CUST00658,2024-03-05,App Login,0,Mobile App,1188,0
ENG002085,CUST00931,2022-04-26,Points Earn,607,In-Store,0,0
ENG002086,CUST00254,2022-09-17,Promo Click,0,Mobile App,617,0
ENG002087,CUST00614,2023-03-15,App Login,0,Mobile App,1351,0
ENG002088,CUST00812,2022-08-23,Points Earn,416,In-Store,0,0
ENG002089,CUST00558,2024-11-27,Points Earn,396,In-Store,0,0
ENG002090,CUST00268,2022-06-20,Promo Click,0,Online,957,0
ENG002091,CUST00200,2023-12-27,Points Earn,12,Mobile App,0,0
ENG002092,CUST00469,2022-11-05,App Login,0,In-Store,355,0
ENG002093,CUST00567,2022-09-11,Points Redeem,69,In-Store,0,0
ENG002094,CUST00330,2024-11-09,App Login,0,In-Store,56,0
ENG002095,CUST00285,2022-05-22,Points Redeem,125,In-Store,0,0
ENG002096,CUST00677,2022-11-16,Points Redeem,45,Online,0,0
ENG002097,CUST00857,2022-10-18,Points Redeem,35,In-Store,0,0
ENG002098,CUST00409,2023-12-23,Points Earn,27,In-Store,0,0
ENG002099,CUST00649,2023-08-14,App Login,0,Online,1357,0
ENG002100,CUST00701,2023-10-02,Promo Click,0,In-Store,1091,0
ENG002101,CUST00918,2024-02-18,Points Earn,522,Online,0,0
ENG002102,CUST00195,2022-06-25,Points Redeem,141,In-Store,0,0
ENG002103,CUST00677,2024-12-24,Points Earn,143,In-Store,0,0
ENG002104,CUST00184,2022-02-16,Promo Click,0,Mobile App,1104,1
ENG002105,CUST00324,2022-01-06,Points Earn,238,In-Store,0,0
ENG002106,CUST00555,2024-11-11,Points Earn,52,Online,0,0
ENG002107,CUST00340,2023-10-10,App Login,0,In-Store,1587,0
ENG002108,CUST00918,2023-05-15,Points Redeem,176,In-Store,0,0
ENG002109,CUST00906,2023-02-21,Points Redeem,73,Online,0,0
ENG002110,CUST00850,2023-10-26,Points Redeem,104,In-Store,0,0
ENG002111,CUST00479,2023-07-13,Points Earn,784,In-Store,0,0
ENG002112,CUST00505,2024-07-31,Points Redeem,33,Online,0,0
ENG002113,CUST00388,2022-02-28,Points Earn,54,In-Store,0,0
ENG002114,CUST00676,2023-09-19,Points Earn,428,Online,0,0
ENG002115,CUST00853,2023-07-31,Points Redeem,144,Online,0,0
ENG002116,CUST00555,2023-10-28,Points Earn,21,In-Store,0,0
ENG002117,CUST00955,2022-11-12,Promo Click,0,In-Store,96,0
ENG002118,CUST00019,2024-07-02,Points Redeem,587,Online,0,0
ENG002119,CUST00430,2023-11-24,App Login,0,In-Store,1288,0
ENG002120,CUST00684,2024-10-22,Points Earn,201,Online,0,0
ENG002121,CUST00519,2023-03-08,Points Earn,159,Online,0,0
ENG002122,CUST00091,2022-06-20,Promo Click,0,Online,247,0
ENG002123,CUST00362,2024-01-12,Points Earn,347,In-Store,0,0
ENG002124,CUST00923,2022-01-27,Promo Click,0,Online,1185,0
ENG002125,CUST00045,2023-01-12,Points Earn,713,Online,0,0
ENG002126,CUST00349,2023-04-24,Points Earn,65,Online,0,0
ENG002127,CUST00291,2022-11-03,Promo Click,0,In-Store,805,0
ENG002128,CUST00579,2022-01-07,Points Earn,383,In-Store,0,0
ENG002129,CUST00668,2024-02-26,App Login,0,In-Store,1713,0
ENG002130,CUST00389,2023-05-14,Promo Click,0,In-Store,1400,1
ENG002131,CUST00954,2024-03-11,Points Earn,104,In-Store,0,0
ENG002132,CUST00364,2023-06-26,Points Earn,562,Online,0,0
ENG002133,CUST00081,2024-01-22,Points Redeem,458,Online,0,0
ENG002134,CUST00032,2023-11-24,App Login,0,Online,1616,0
ENG002135,CUST00670,2022-08-25,Points Earn,48,Online,0,0
ENG002136,CUST00972,2023-06-17,App Login,0,Mobile App,1749,0
ENG002137,CUST00026,2022-01-06,Promo Click,0,In-Store,1223,0
ENG002138,CUST00356,2024-02-22,Points Earn,741,In-Store,0,0
ENG002139,CUST00935,2024-11-10,Points Earn,60,In-Store,0,0
ENG002140,CUST00520,2024-11-09,Points Earn,258,In-Store,0,0
ENG002141,CUST00823,2023-05-18,Promo Click,0,In-Store,363,1
ENG002142,CUST00141,2024-07-31,Points Earn,199,In-Store,0,0
ENG002143,CUST00452,2022-02-23,Promo Click,0,In-Store,187,0
ENG002144,CUST00199,2024-02-16,App Login,0,In-Store,799,0
ENG002145,CUST00652,2023-09-07,Points Redeem,247,Online,0,0
ENG002146,CUST00466,2022-12-05,Points Redeem,12,Online,0,0
ENG002147,CUST00659,2024-06-01,Promo Click,0,In-Store,1711,0
ENG002148,CUST00659,2022-06-19,Promo Click,0,In-Store,759,1
ENG002149,CUST00405,2024-06-13,App Login,0,Mobile App,604,0
ENG002150,CUST00007,2022-07-18,Promo Click,0,In-Store,941,1
ENG002151,CUST00575,2023-11-15,Promo Click,0,In-Store,1756,0
ENG002152,CUST00645,2024-01-01,Points Earn,355,In-Store,0,0
ENG002153,CUST00635,2024-04-11,App Login,0,Online,267,0
ENG002154,CUST00749,2023-03-13,Points Earn,146,In-Store,0,0
ENG002155,CUST00259,2024-05-24,Points Redeem,398,In-Store,0,0
ENG002156,CUST00199,2024-01-31,App Login,0,In-Store,651,0
ENG002157,CUST00125,2023-12-15,Points Redeem,36,Mobile App,0,0
ENG002158,CUST00607,2022-06-14,Points Earn,206,Mobile App,0,0
ENG002159,CUST00062,2024-10-06,Promo Click,0,In-Store,845,0
ENG002160,CUST00262,2023-10-22,Points Redeem,183,In-Store,0,0
ENG002161,CUST00789,2023-10-05,Points Earn,61,In-Store,0,0
ENG002162,CUST00033,2024-08-06,Points Redeem,762,In-Store,0,0
ENG002163,CUST00772,2024-03-19,Points Earn,75,Online,0,0
ENG002164,CUST00160,2023-12-16,App Login,0,Online,911,0
ENG002165,CUST00573,2024-12-05,Promo Click,0,Online,891,0
ENG002166,CUST00329,2022-05-18,Points Redeem,797,In-Store,0,0
ENG002167,CUST00119,2023-01-02,Promo Click,0,In-Store,1707,1
ENG002168,CUST00333,2024-04-11,Points Redeem,44,Mobile App,0,0
ENG002169,CUST00726,2022-02-15,Points Earn,14,Online,0,0
ENG002170,CUST00295,2022-02-09,Promo Click,0,In-Store,137,1
ENG002171,CUST00116,2023-11-26,Promo Click,0,In-Store,903,0
ENG002172,CUST00151,2023-06-29,Points Redeem,398,In-Store,0,0
ENG002173,CUST00050,2023-11-20,Points Earn,670,In-Store,0,0
ENG002174,CUST00791,2024-04-21,Points Earn,593,Mobile App,0,0
ENG002175,CUST00510,2024-12-15,Points Earn,418,Mobile App,0,0
ENG002176,CUST00789,2023-02-26,Promo Click,0,Online,1274,0
ENG002177,CUST00575,2023-02-03,Points Earn,135,In-Store,0,0
ENG002178,CUST00240,2023-09-23,App Login,0,In-Store,1708,0
ENG002179,CUST00692,2024-12-23,Promo Click,0,In-Store,978,0
ENG002180,CUST00986,2022-03-19,Points Earn,51,In-Store,0,0
ENG002181,CUST00690,2022-08-29,Points Earn,80,Online,0,0
ENG002182,CUST00527,2023-04-17,Referral,0,In-Store,0,0
ENG002183,CUST00246,2024-03-28,Promo Click,0,Online,1543,0
ENG002184,CUST00312,2024-01-09,Points Earn,113,Online,0,0
ENG002185,CUST00293,2022-03-13,Points Earn,81,In-Store,0,0
ENG002186,CUST00897,2024-08-27,Promo Click,0,Mobile App,36,0
ENG002187,CUST00141,2023-04-21,Points Earn,46,Online,0,0
ENG002188,CUST00675,2022-06-16,Points Earn,608,Online,0,0
ENG002189,CUST00385,2024-06-01,Points Redeem,621,Online,0,0
ENG002190,CUST00812,2022-06-21,Referral,0,In-Store,0,0
ENG002191,CUST00123,2023-09-03,Points Redeem,429,In-Store,0,0
ENG002192,CUST00692,2024-05-30,App Login,0,Online,1045,0
ENG002193,CUST00756,2022-11-19,Promo Click,0,In-Store,1204,1
ENG002194,CUST00690,2023-02-24,App Login,0,In-Store,63,0
ENG002195,CUST00450,2022-02-27,Points Redeem,174,In-Store,0,0
ENG002196,CUST00528,2022-04-14,Points Earn,32,In-Store,0,0
ENG002197,CUST00241,2024-09-02,Points Earn,128,Mobile App,0,0
ENG002198,CUST00282,2022-01-21,Promo Click,0,In-Store,917,1
ENG002199,CUST00409,2022-10-07,Promo Click,0,In-Store,196,1
ENG002200,CUST00612,2024-12-15,Points Earn,340,In-Store,0,0
ENG002201,CUST00010,2024-07-23,App Login,0,Mobile App,1640,0
ENG002202,CUST00717,2022-04-26,Points Redeem,324,In-Store,0,0
ENG002203,CUST00147,2022-02-03,Points Redeem,164,Online,0,0
ENG002204,CUST00826,2022-03-23,Points Earn,201,In-Store,0,0
ENG002205,CUST00436,2024-09-24,App Login,0,In-Store,1788,0
ENG002206,CUST00480,2024-03-29,Promo Click,0,Online,981,1
ENG002207,CUST00619,2023-10-14,Points Earn,432,In-Store,0,0
ENG002208,CUST00204,2022-02-10,Promo Click,0,Mobile App,1078,1
ENG002209,CUST00410,2024-07-03,Points Earn,164,In-Store,0,0
ENG002210,CUST00547,2022-02-24,Points Redeem,491,Online,0,0
ENG002211,CUST00824,2024-08-24,Points Earn,394,In-Store,0,0
ENG002212,CUST00611,2023-07-03,Points Earn,332,Online,0,0
ENG002213,CUST00290,2024-02-02,Promo Click,0,In-Store,1191,1
ENG002214,CUST00601,2022-10-07,Points Redeem,141,In-Store,0,0
ENG002215,CUST00569,2024-06-07,Points Earn,300,In-Store,0,0
ENG002216,CUST00322,2022-09-26,Points Earn,130,Mobile App,0,0
ENG002217,CUST00743,2022-01-21,Promo Click,0,In-Store,1306,0
ENG002218,CUST00451,2022-09-05,Points Redeem,400,Online,0,0
ENG002219,CUST00382,2023-03-31,Points Redeem,405,In-Store,0,0
ENG002220,CUST00022,2023-02-25,App Login,0,In-Store,681,0
ENG002221,CUST00254,2022-03-14,Promo Click,0,In-Store,1668,1
ENG002222,CUST00097,2023-12-31,Points Earn,164,In-Store,0,0
ENG002223,CUST00635,2023-11-19,Points Earn,612,Online,0,0
ENG002224,CUST00404,2023-10-22,App Login,0,Mobile App,350,0
ENG002225,CUST00510,2022-09-17,Points Redeem,534,Online,0,0
ENG002226,CUST00475,2024-03-12,Points Earn,109,In-Store,0,0
ENG002227,CUST00055,2024-07-02,Points Earn,220,In-Store,0,0
ENG002228,CUST00558,2024-01-26,Points Earn,327,Mobile App,0,0
ENG002229,CUST00647,2022-01-24,Points Earn,165,Online,0,0
ENG002230,CUST00185,2023-05-13,Points Earn,22,Mobile App,0,0
ENG002231,CUST00940,2023-12-28,Promo Click,0,Online,266,0
ENG002232,CUST00753,2022-12-20,Points Earn,33,Online,0,0
ENG002233,CUST00313,2024-05-05,Promo Click,0,In-Store,202,1
ENG002234,CUST00546,2024-06-18,App Login,0,In-Store,1279,0
ENG002235,CUST00578,2024-01-13,Points Earn,268,In-Store,0,0
ENG002236,CUST00665,2022-05-01,Promo Click,0,In-Store,528,1
ENG002237,CUST00713,2024-12-19,App Login,0,Online,71,0
ENG002238,CUST00995,2024-05-16,App Login,0,In-Store,130,0
ENG002239,CUST00332,2023-09-19,Points Earn,72,Mobile App,0,0
ENG002240,CUST00254,2024-02-01,Points Earn,55,Online,0,0
ENG002241,CUST00821,2022-12-09,Points Redeem,199,Online,0,0
ENG002242,CUST00643,2023-10-26,Points Earn,363,In-Store,0,0
ENG002243,CUST00114,2024-01-05,Points Earn,475,In-Store,0,0
ENG002244,CUST00497,2023-01-28,App Login,0,In-Store,717,0
ENG002245,CUST00707,2024-02-10,Points Earn,394,Online,0,0
ENG002246,CUST00734,2023-10-08,Promo Click,0,In-Store,1599,1
ENG002247,CUST00024,2022-09-08,Referral,0,In-Store,0,0
ENG002248,CUST00089,2023-12-07,Points Redeem,127,Online,0,0
ENG002249,CUST00001,2024-02-10,Points Redeem,58,Online,0,0
ENG002250,CUST00771,2022-08-21,Points Earn,145,Online,0,0
ENG002251,CUST00467,2022-04-02,Promo Click,0,In-Store,497,1
ENG002252,CUST00229,2022-04-12,Promo Click,0,Online,479,1
ENG002253,CUST00565,2022-09-21,Promo Click,0,In-Store,1344,0
ENG002254,CUST00443,2022-11-18,Promo Click,0,In-Store,632,1
ENG002255,CUST00181,2024-12-01,Points Earn,444,Mobile App,0,0
ENG002256,CUST00272,2022-07-01,Promo Click,0,In-Store,444,1
ENG002257,CUST00607,2022-03-16,Points Redeem,68,In-Store,0,0
ENG002258,CUST00464,2022-09-29,Promo Click,0,In-Store,1453,0
ENG002259,CUST00308,2024-02-24,Points Redeem,747,Online,0,0
ENG002260,CUST00518,2023-06-26,Points Earn,42,Mobile App,0,0
ENG002261,CUST00672,2023-11-08,Points Earn,537,Online,0,0
ENG002262,CUST00490,2024-01-20,Points Earn,84,Online,0,0
ENG002263,CUST00240,2024-04-09,Points Earn,105,Mobile App,0,0
ENG002264,CUST00385,2023-12-14,App Login,0,Online,1560,0
ENG002265,CUST00261,2024-11-06,Promo Click,0,Mobile App,371,1
ENG002266,CUST00521,2022-11-01,Referral,0,Mobile App,0,0
ENG002267,CUST00229,2024-10-04,Points Earn,654,Mobile App,0,0
ENG002268,CUST00598,2024-12-24,Points Redeem,499,Mobile App,0,0
ENG002269,CUST00276,2024-03-11,Points Earn,143,Online,0,0
ENG002270,CUST00463,2023-05-06,Promo Click,0,Mobile App,1637,0
ENG002271,CUST00524,2023-12-27,Promo Click,0,In-Store,1190,0
ENG002272,CUST00524,2023-03-05,Promo Click,0,Online,1468,0
ENG002273,CUST00277,2022-04-22,Points Earn,178,In-Store,0,0
ENG002274,CUST00586,2022-11-17,Promo Click,0,In-Store,874,0
ENG002275,CUST00345,2022-10-20,Referral,0,In-Store,0,0
ENG002276,CUST00503,2023-09-26,Promo Click,0,Mobile App,800,1
ENG002277,CUST00861,2023-09-14,App Login,0,In-Store,1704,0
ENG002278,CUST00054,2023-07-30,Promo Click,0,Online,328,0
ENG002279,CUST00063,2023-09-17,Promo Click,0,In-Store,403,0
ENG002280,CUST00565,2022-06-05,Points Redeem,123,In-Store,0,0
ENG002281,CUST00558,2022-12-16,App Login,0,In-Store,666,0
ENG002282,CUST00613,2022-02-28,Promo Click,0,In-Store,216,0
ENG002283,CUST00697,2024-01-07,Points Earn,263,In-Store,0,0
ENG002284,CUST00011,2023-12-27,Points Redeem,191,In-Store,0,0
ENG002285,CUST00753,2023-11-27,Points Earn,46,In-Store,0,0
ENG002286,CUST00113,2024-01-10,Points Earn,553,In-Store,0,0
ENG002287,CUST00859,2022-07-21,Points Redeem,374,In-Store,0,0
ENG002288,CUST00266,2024-10-20,Promo Click,0,Mobile App,170,1
ENG002289,CUST00471,2022-04-11,Points Earn,171,In-Store,0,0
ENG002290,CUST00582,2024-11-21,Points Earn,701,In-Store,0,0
ENG002291,CUST00956,2022-01-12,App Login,0,Mobile App,967,0
ENG002292,CUST00278,2022-01-19,Points Earn,537,In-Store,0,0
ENG002293,CUST00624,2024-01-30,Points Earn,454,In-Store,0,0
ENG002294,CUST00591,2022-09-12,Promo Click,0,In-Store,1041,0
ENG002295,CUST00642,2024-03-13,App Login,0,In-Store,174,0
ENG002296,CUST00700,2023-06-01,Points Earn,137,In-Store,0,0
ENG002297,CUST00839,2022-11-17,Points Earn,134,Online,0,0
ENG002298,CUST00224,2024-05-02,Points Earn,684,In-Store,0,0
ENG002299,CUST00079,2022-02-08,Points Earn,626,In-Store,0,0
ENG002300,CUST00306,2023-01-22,Referral,0,Online,0,0
ENG002301,CUST00221,2022-06-30,App Login,0,In-Store,987,0
ENG002302,CUST00369,2024-02-23,App Login,0,In-Store,1244,0
ENG002303,CUST00622,2022-09-12,App Login,0,In-Store,1279,0
ENG002304,CUST00817,2024-10-08,Points Earn,115,In-Store,0,0
ENG002305,CUST00525,2024-08-15,Promo Click,0,In-Store,508,0
ENG002306,CUST00530,2024-05-15,Points Redeem,735,In-Store,0,0
ENG002307,CUST00582,2023-01-31,Points Redeem,234,Mobile App,0,0
ENG002308,CUST00117,2023-10-04,Points Redeem,334,Online,0,0
ENG002309,CUST00632,2022-12-18,Promo Click,0,Mobile App,872,1
ENG002310,CUST00677,2024-03-23,Referral,0,In-Store,0,0
ENG002311,CUST00668,2023-05-25,Promo Click,0,In-Store,595,1
ENG002312,CUST00236,2023-07-27,Points Earn,92,In-Store,0,0
ENG002313,CUST00491,2024-03-22,Points Earn,213,In-Store,0,0
ENG002314,CUST00436,2024-03-11,App Login,0,In-Store,46,0
ENG002315,CUST00025,2023-09-14,Referral,0,Online,0,0
ENG002316,CUST00043,2022-04-15,Points Earn,117,In-Store,0,0
ENG002317,CUST00790,2024-05-29,Points Redeem,76,Online,0,0
ENG002318,CUST00308,2022-07-21,App Login,0,In-Store,408,0
ENG002319,CUST00809,2022-05-24,Points Earn,617,In-Store,0,0
ENG002320,CUST00470,2023-11-22,Promo Click,0,Mobile App,51,0
ENG002321,CUST00423,2022-08-16,App Login,0,In-Store,1118,0
ENG002322,CUST00604,2024-11-02,Points Redeem,200,In-Store,0,0
ENG002323,CUST00138,2024-10-03,Points Earn,120,Online,0,0
ENG002324,CUST00346,2022-08-13,Points Redeem,576,In-Store,0,0
ENG002325,CUST00148,2022-11-14,Points Redeem,746,In-Store,0,0
ENG002326,CUST00696,2023-12-25,Points Redeem,200,Online,0,0
ENG002327,CUST00624,2022-06-15,Points Earn,310,In-Store,0,0
ENG002328,CUST00266,2023-07-24,Points Redeem,493,In-Store,0,0
ENG002329,CUST00507,2024-10-11,Promo Click,0,In-Store,815,0
ENG002330,CUST00673,2022-05-31,Points Earn,13,In-Store,0,0
ENG002331,CUST00443,2022-12-13,Points Earn,14,In-Store,0,0
ENG002332,CUST00605,2022-08-18,Points Earn,61,In-Store,0,0
ENG002333,CUST00034,2022-04-05,App Login,0,In-Store,498,0
ENG002334,CUST00246,2022-01-29,Points Earn,393,Mobile App,0,0
ENG002335,CUST00479,2023-12-06,Promo Click,0,In-Store,76,0
ENG002336,CUST00217,2024-05-30,Points Earn,106,Online,0,0
ENG002337,CUST00120,2022-03-19,App Login,0,In-Store,1512,0
ENG002338,CUST00824,2022-03-20,Points Earn,603,Online,0,0
ENG002339,CUST00626,2023-10-23,Promo Click,0,In-Store,531,0
ENG002340,CUST00373,2022-04-08,Points Redeem,174,In-Store,0,0
ENG002341,CUST00915,2023-04-03,Points Earn,717,In-Store,0,0
ENG002342,CUST00213,2024-10-08,Promo Click,0,In-Store,1562,0
ENG002343,CUST00437,2022-08-19,Promo Click,0,In-Store,1583,0
ENG002344,CUST00030,2022-03-21,App Login,0,Online,385,0
ENG002345,CUST00533,2024-05-04,Promo Click,0,In-Store,1604,1
ENG002346,CUST00390,2022-11-15,Points Redeem,70,Mobile App,0,0
ENG002347,CUST00518,2022-12-16,Points Redeem,56,In-Store,0,0
ENG002348,CUST00627,2024-07-02,App Login,0,Online,1498,0
ENG002349,CUST00786,2022-12-19,Points Earn,727,In-Store,0,0
ENG002350,CUST00032,2024-03-13,App Login,0,In-Store,851,0
